mean_auc,std_auc,mean_pr_auc,std_pr_auc,mean_accuracy_05,std_accuracy_05,mean_precision_05,std_precision_05,mean_recall_05,std_recall_05,mean_f1_05,std_f1_05,mean_accuracy_best_f1,std_accuracy_best_f1,mean_precision_best_f1,std_precision_best_f1,mean_recall_best_f1,std_recall_best_f1,mean_f1_best_f1,std_f1_best_f1,model,pretraining,patch_size,worst_fold_auc,best_fold_auc,worst_fold,best_fold,scratch_mean_auc,scratch_std_auc,scratch_worst_fold_auc,delta_mean_auc_vs_scratch,delta_std_auc_vs_scratch,delta_worst_auc_vs_scratch
0.5126966404232794,0.2036083168610892,0.557948683285356,0.16590721150970605,0.5138848572810837,0.024517373556581675,0.31304347826086953,0.4553815990530839,0.10324141267537494,0.21680553101785643,0.11505050505050504,0.23032972111859182,0.515934065934066,0.05770538836534561,0.511050394656952,0.03596687670150951,0.9527014652014651,0.045667080541307976,0.6639307175680452,0.02419346752052907,cross_channel_resnet18,cross_channel,32,0.25346020761245674,0.7790927021696252,4,1,0.7788415888071595,0.1047535064188578,0.6240234375,-0.26614494838388003,0.0988548104422314,-0.37056322988754326
