mean_auc,std_auc,mean_pr_auc,std_pr_auc,mean_accuracy_05,std_accuracy_05,mean_precision_05,std_precision_05,mean_recall_05,std_recall_05,mean_f1_05,std_f1_05,mean_accuracy_best_f1,std_accuracy_best_f1,mean_precision_best_f1,std_precision_best_f1,mean_recall_best_f1,std_recall_best_f1,mean_f1_best_f1,std_f1_best_f1,model,pretraining,patch_size,worst_fold_auc,best_fold_auc,worst_fold,best_fold
0.5482185170918561,0.14948057516481514,0.5726879462747656,0.12000509490160753,0.5097680097680098,0.046432173683948405,0.1375,0.3074593469062211,0.06875,0.15372967345311056,0.09166666666666666,0.20497289793748072,0.5428420327976377,0.06720690092578016,0.5330874069956344,0.04213611242684827,0.8862833268285544,0.07658850957118254,0.664200380371499,0.04069959682633067,cc_30m,cross_channel,32,0.36904761904761907,0.745674740484429,3,4
