mean_auc,std_auc,mean_pr_auc,std_pr_auc,mean_accuracy_05,std_accuracy_05,mean_precision_05,std_precision_05,mean_recall_05,std_recall_05,mean_f1_05,std_f1_05,mean_accuracy_best_f1,std_accuracy_best_f1,mean_precision_best_f1,std_precision_best_f1,mean_recall_best_f1,std_recall_best_f1,mean_f1_best_f1,std_f1_best_f1,model,pretraining,patch_size,worst_fold_auc,best_fold_auc,worst_fold,best_fold
0.5798905322399313,0.21598347112753286,0.6096721312113873,0.1779838315884468,0.5,0.0,0.2,0.2738612787525831,0.37142857142857144,0.5111012519999519,0.2596491228070176,0.35575556085997406,0.5773654018937038,0.1002520854711075,0.5836376082324675,0.14431142513531717,0.9008879023307437,0.1657510790617225,0.6831955530171185,0.01708542098423182,cc_newcode_landcover,cross_channel,32,0.3720703125,0.9117647058823529,0,4
