epoch,train_loss,val_loss,train_auc,val_auc,train_f1,val_f1,learning_rate,fold,encoder_learning_rate,head_learning_rate
1,5.253748111026983e+16,0.6981428006909928,0.7049263585576435,0.5982905982905983,0.11224489795918367,0.6749999999999999,5e-06,1,5e-06,2e-05
2,3.370066693441924e+16,0.6923143312616168,,0.6025641025641025,0.0,0.6749999999999999,5e-06,1,5e-06,2e-05
3,1.6916000477740964e+16,0.6891430200270887,,0.6068376068376068,0.0,0.6749999999999999,5e-06,1,5e-06,2e-05
4,3.6366438223806776e+16,0.686891515299959,,0.6125356125356125,0.0,0.6666666666666667,5e-06,1,5e-06,2e-05
5,-3810375053162515.5,0.6834744304980872,0.5479651162790697,0.6353276353276354,0.13223140495867772,0.5384615384615384,5e-06,1,5e-06,2e-05
6,-9047594337396950.0,0.6877977803068341,,0.6225071225071225,0.0,0.18750000000000003,5e-06,1,5e-06,2e-05
7,-3.617058008302759e+16,0.6945815648672715,,0.5883190883190883,0.0,0.0,5e-06,1,5e-06,2e-05
8,-3.756128310339455e+16,0.7017733207288778,,0.5698005698005698,0.0,0.0,5e-06,1,5e-06,2e-05
9,-6.6874338006177576e+16,0.7145868269902356,0.19505494505494506,0.5427350427350427,0.0,0.0,5e-06,1,5e-06,2e-05
10,-5.385573419483606e+16,0.7219929683883235,0.5487889273356401,0.5213675213675214,0.0909090909090909,0.0,5e-06,1,5e-06,2e-05
11,-9.020647095620571e+16,0.7282089838441813,,0.5313390313390314,0.0,0.0,5e-06,1,5e-06,2e-05
12,-1.0756974122832992e+17,0.7427284267713439,,0.5071225071225072,0.0,0.0,5e-06,1,5e-06,2e-05
13,-8.913429217341466e+16,0.7630708622482588,,0.47150997150997154,0.0,0.0,5e-06,1,5e-06,2e-05
14,-1.300006859727338e+17,0.7754383390804507,,0.45584045584045585,0.0,0.0,5e-06,1,5e-06,2e-05
15,-1.1921046577183336e+17,0.7893438058079414,0.6267166042446941,0.4601139601139601,0.0,0.0,5e-06,1,5e-06,2e-05
16,-1.7769936824648147e+17,0.810618464676839,,0.4700854700854701,0.0,0.0,5e-06,1,5e-06,2e-05
17,-1.6655657446768704e+17,0.8219766999190709,,0.4829059829059829,0.0,0.0,5e-06,1,5e-06,2e-05
