masked_channel_index,masked_channel_raster,category,pretrain_best_val_loss,pretrain_best_epoch,mean_auc,std_auc,worst_fold_auc,mean_pr_auc,mean_f1_best,fold_auc
9,profile_curv_30m.tif,topographic,0.22108966779708863,30,0.83272624859089,0.10814310708792205,0.6703453186187255,0.8212867312218173,0.7359321994737588,0.8857;0.8711;0.6703;0.7857;0.9507
11,slope_30m.tif,topographic,0.04973988431692124,30,0.8191898214364108,0.10612524908730514,0.6899252402990388,0.8076879571841781,0.746588253230202,0.8770;0.7975;0.6899;0.7653;0.9663
13,twi_dinf_30m.tif,hydro-topographic,0.15814288830757142,30,0.7800506389044746,0.08261237881930052,0.6581632653061225,0.7612284911605611,0.6746243031714328,0.8301;0.8521;0.7312;0.6582;0.8287
6,lithology_30m_aligned.tif,categorical,0.5536267447471619,5,0.718357651834206,0.1235416728136567,0.5556640625,0.7160887591060406,0.5763384445624226,0.5557;0.6831;0.8352;0.6684;0.8495
7,ndvi_10yr_mean_2015_2024_30m.tif,vegetation,0.3573853533267975,5,0.5824364374717688,0.231909015595596,0.3093627625489498,0.613220782329038,0.6644557801360916,0.6055;0.4957;0.3094;0.5561;0.9455
5,Landcover.tif,categorical,0.5902073192596435,5,0.40269680042921363,0.12252717829690496,0.20155709342560554,0.4390126437321217,0.672774193548387,0.4512;0.3754;0.4802;0.5051;0.2016
