mean_auc,std_auc,mean_pr_auc,std_pr_auc,mean_accuracy_05,std_accuracy_05,mean_precision_05,std_precision_05,mean_recall_05,std_recall_05,mean_f1_05,std_f1_05,mean_accuracy_best_f1,std_accuracy_best_f1,mean_precision_best_f1,std_precision_best_f1,mean_recall_best_f1,std_recall_best_f1,mean_f1_best_f1,std_f1_best_f1,model,pretraining,patch_size,worst_fold_auc,best_fold_auc,worst_fold,best_fold,scratch_mean_auc,scratch_std_auc,scratch_worst_fold_auc,delta_mean_auc_vs_scratch,delta_std_auc_vs_scratch,delta_worst_auc_vs_scratch
0.5296793447431843,0.18704273850909284,0.5851753286754018,0.14360787531583008,0.5432614555256065,0.07738536963647179,0.3704545454545455,0.34762327618955596,0.1579039162834945,0.24409387940926408,0.19708212560386476,0.2749979825486794,0.5149630243969867,0.032542070899778314,0.5086419356221337,0.01890349757612319,0.9743935309973046,0.03545268581661968,0.667861660420644,0.012584920331460747,cross_channel_resnet18,cross_channel,32,0.21484375,0.6989795918367347,0,3,0.7788415888071595,0.1047535064188578,0.6240234375,-0.24916224406397514,0.08228923209023503,-0.4091796875
