model,pretraining,patch_size,fold,n_train,n_val,n_test,n_test_pos,n_test_neg,auc,pr_auc,accuracy_05,precision_05,recall_05,f1_05,best_threshold_f1,accuracy_best_f1,precision_best_f1,recall_best_f1,f1_best_f1,tn,fp,fn,tp,best_epoch,best_val_auc,best_val_loss
strip_jigsaw_resnet18,strip_jigsaw,32,0,224,56,64,32,32,0.3759765625,0.45858578949671625,0.5,0.5,1.0,0.6666666666666666,0.8277448415756226,0.390625,0.425531914893617,0.625,0.5063291139240507,5,27,12,20,6,0.6198979591836735,1.0100058828081404
strip_jigsaw_resnet18,strip_jigsaw,32,1,212,54,78,39,39,0.6239316239316239,0.6110480552297429,0.5,0.5,1.0,0.6666666666666666,0.7815747857093811,0.5641025641025641,0.543859649122807,0.7948717948717948,0.6458333333333333,13,26,8,31,6,0.6968449931412894,0.9088464092325281
strip_jigsaw_resnet18,strip_jigsaw,32,2,190,48,106,53,53,0.5396938412246352,0.515857486901659,0.5,0.5,1.0,0.6666666666666666,0.7439388036727905,0.5566037735849056,0.532608695652174,0.9245283018867925,0.6758620689655174,10,43,4,49,6,0.5486111111111112,0.8855124910672506
strip_jigsaw_resnet18,strip_jigsaw,32,3,252,64,28,14,14,0.6479591836734694,0.6797373494852487,0.5,0.5,1.0,0.6666666666666666,0.8596554398536682,0.5,0.5,0.9285714285714286,0.65,1,13,1,13,6,0.529296875,1.152903363108635
strip_jigsaw_resnet18,strip_jigsaw,32,4,220,56,68,34,34,0.6513840830449827,0.6247243933273562,0.5,0.5,1.0,0.6666666666666666,0.7512590289115906,0.6029411764705882,0.5813953488372093,0.7352941176470589,0.6493506493506493,16,18,9,25,4,0.5829081632653061,0.8696973408971514
