method,seed,mean_fold_auc,fold_aucs
scratch,42,0.6957407751614472,0.6580;0.7978;0.7530;0.6035;0.6664
masked_recon,42,0.7253585891649511,0.6705;0.7631;0.7234;0.6214;0.8484
cross_channel,42,0.7167327471927477,0.5360;0.7967;0.7273;0.6543;0.8693
strip_jigsaw,42,0.6187743138478561,0.6273;0.6859;0.6921;0.5373;0.5512
sequential,42,0.6781361808008578,0.6353;0.7601;0.7028;0.6223;0.6702
