method,seed,mean_fold_auc,fold_aucs
scratch,7,0.6922481364984683,0.6451;0.7743;0.7072;0.6154;0.7192
masked_recon,7,0.711084057621356,0.6580;0.7528;0.7159;0.5630;0.8657
cross_channel,7,0.6762006504938087,0.5927;0.7878;0.6848;0.6447;0.6711
strip_jigsaw,7,0.6939173232096769,0.6261;0.7662;0.6793;0.5679;0.8302
sequential,7,0.6603183154965098,0.6490;0.7289;0.6431;0.5736;0.7069
