method,seed,mean_fold_auc,fold_aucs
scratch,123,0.722185482311498,0.6481;0.7837;0.7375;0.6194;0.8221
masked_recon,123,0.6933283929043444,0.6568;0.7439;0.7533;0.6102;0.7026
cross_channel,123,0.6589178808063527,0.6343;0.6685;0.6247;0.5756;0.7915
strip_jigsaw,123,0.6687662209645049,0.6769;0.7263;0.7031;0.5841;0.6534
sequential,123,0.6416510022630041,0.6704;0.6850;0.6710;0.5761;0.6057
