mean_auc,std_auc,mean_pr_auc,std_pr_auc,mean_accuracy_05,std_accuracy_05,mean_precision_05,std_precision_05,mean_recall_05,std_recall_05,mean_f1_05,std_f1_05,mean_accuracy_best_f1,std_accuracy_best_f1,mean_precision_best_f1,std_precision_best_f1,mean_recall_best_f1,std_recall_best_f1,mean_f1_best_f1,std_f1_best_f1,model,pretraining,patch_size,worst_fold_auc,best_fold_auc,worst_fold,best_fold
0.8079256206471207,0.10399575713182889,0.8049102426801958,0.1021488052709713,0.5,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.6937705815272408,0.12879339574101858,0.6933364572273147,0.13913450399916316,0.771696537831388,0.12360038714675946,0.719163968816091,0.09590306535575366,cc_newcode_landcover,cross_channel,32,0.6989795918367347,0.9178200692041523,3,4
