mean_auc,std_auc,mean_pr_auc,std_pr_auc,mean_accuracy_05,std_accuracy_05,mean_precision_05,std_precision_05,mean_recall_05,std_recall_05,mean_f1_05,std_f1_05,mean_accuracy_best_f1,std_accuracy_best_f1,mean_precision_best_f1,std_precision_best_f1,mean_recall_best_f1,std_recall_best_f1,mean_f1_best_f1,std_f1_best_f1,model,pretraining,patch_size,worst_fold_auc,best_fold_auc,worst_fold,best_fold
0.7584855235600794,0.09888870113748162,0.7505346690006423,0.10595818646826305,0.5,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.6317854627337146,0.11874700718832522,0.5916534557085245,0.08549467874066065,0.914087598029052,0.07753846021845706,0.715995696855912,0.07673966254227597,cc_with_landcover,cross_channel,32,0.6578853684585262,0.873046875,2,0
