mean_auc,std_auc,mean_pr_auc,std_pr_auc,mean_accuracy_05,std_accuracy_05,mean_precision_05,std_precision_05,mean_recall_05,std_recall_05,mean_f1_05,std_f1_05,mean_accuracy_best_f1,std_accuracy_best_f1,mean_precision_best_f1,std_precision_best_f1,mean_recall_best_f1,std_recall_best_f1,mean_f1_best_f1,std_f1_best_f1,model,pretraining,patch_size,worst_fold_auc,best_fold_auc,worst_fold,best_fold
0.83272624859089,0.10814310708792205,0.8212867312218173,0.12288721430600405,0.5298878205128206,0.045415448045645415,0.5163466042154566,0.025169053110352644,1.0,0.0,0.6807536746571963,0.02158919997314421,0.7072763321584077,0.11586898099346048,0.7387356967078329,0.17611523866857287,0.8028145873734109,0.18237829012956885,0.7359321994737588,0.05719649703259828,cc_mask09_resnet18,cross_channel_mask09,32,0.6703453186187255,0.9506920415224913,2,4
