model,pretraining,patch_size,fold,n_train,n_val,n_test,n_test_pos,n_test_neg,auc,pr_auc,accuracy_05,precision_05,recall_05,f1_05,best_threshold_f1,accuracy_best_f1,precision_best_f1,recall_best_f1,f1_best_f1,tn,fp,fn,tp,best_epoch,best_val_auc,best_val_loss
verify_no_landcover_344,cross_channel,32,0,224,56,64,32,32,0.734375,0.6827075811586245,0.5,0.0,0.0,0.0,0.026552189141511917,0.640625,0.5957446808510638,0.875,0.7088607594936708,13,19,4,28,41,0.6709183673469388,1.7298168454851424
verify_no_landcover_344,cross_channel,32,1,212,54,78,39,39,0.5996055226824457,0.6604101234253562,0.5,0.0,0.0,0.0,0.3270028829574585,0.5897435897435898,0.5897435897435898,0.5897435897435898,0.5897435897435898,23,16,16,23,7,0.6515775034293553,0.7504370322933903
verify_no_landcover_344,cross_channel,32,2,190,48,106,53,53,0.5265218939124243,0.4853464364713066,0.5,0.0,0.0,0.0,0.1504906862974167,0.5377358490566038,0.5212765957446809,0.9245283018867925,0.6666666666666666,8,45,4,49,25,0.7847222222222222,0.9921600421269735
verify_no_landcover_344,cross_channel,32,3,252,64,28,14,14,0.5306122448979592,0.5694310632280557,0.5,0.0,0.0,0.0,0.39956894516944885,0.5,0.5,0.7857142857142857,0.6111111111111112,3,11,3,11,2,0.7001953125,0.6955922096967697
verify_no_landcover_344,cross_channel,32,4,220,56,68,34,34,0.17906574394463667,0.3476957556224402,0.5,0.0,0.0,0.0,0.3475063741207123,0.5,0.5,1.0,0.6666666666666666,0,34,0,34,3,0.2869897959183674,0.7285995994295392
