mean_auc,std_auc,mean_pr_auc,std_pr_auc,mean_accuracy_05,std_accuracy_05,mean_precision_05,std_precision_05,mean_recall_05,std_recall_05,mean_f1_05,std_f1_05,mean_accuracy_best_f1,std_accuracy_best_f1,mean_precision_best_f1,std_precision_best_f1,mean_recall_best_f1,std_recall_best_f1,mean_f1_best_f1,std_f1_best_f1,model,pretraining,patch_size,worst_fold_auc,best_fold_auc,worst_fold,best_fold
0.5140360810874932,0.205248118150066,0.5491181919811566,0.13718825233340112,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5536208877600387,0.06098626650364652,0.5413529732678669,0.04775800285647374,0.8349972354689335,0.15765476935779105,0.648609758736341,0.047837384350193544,verify_no_landcover_344,cross_channel,32,0.17906574394463667,0.734375,4,0
