epoch,train_loss,val_loss,train_auc,val_auc,train_f1,val_f1,learning_rate,fold,encoder_learning_rate,head_learning_rate
1,5.144965068266019e+16,0.7175765633583069,0.46582278481012657,0.4444444444444444,0.11560693641618495,0.6666666666666666,5e-06,2,5e-06,2e-05
2,2.1727425315085044e+16,0.7108456095059713,0.5645889792231256,0.4756944444444444,0.3886255924170616,0.6666666666666666,5e-06,2,5e-06,2e-05
3,2.290560582436368e+16,0.7024592359860738,0.6557231588287489,0.4947916666666667,0.08333333333333333,0.6666666666666666,5e-06,2,5e-06,2e-05
4,4.21849373956002e+16,0.6963673035303751,,0.4947916666666667,0.0,0.6666666666666666,5e-06,2,5e-06,2e-05
5,2.4716736183970936e+16,0.6942287683486938,,0.4930555555555556,0.0,0.5714285714285714,5e-06,2,5e-06,2e-05
6,1.023153967637739e+16,0.6930060784022013,,0.4965277777777778,0.0,0.5217391304347826,5e-06,2,5e-06,2e-05
7,-5572263087690978.0,0.6931091547012329,,0.5190972222222222,0.0,0.21428571428571427,5e-06,2,5e-06,2e-05
8,-1.855223309911775e+16,0.6965263684590658,,0.5104166666666666,0.0,0.0,5e-06,2,5e-06,2e-05
9,-3.512312938158524e+16,0.7016241947809855,,0.5034722222222222,0.0,0.0,5e-06,2,5e-06,2e-05
10,-4.20119715690026e+16,0.7110956509908041,,0.453125,0.0,0.0,5e-06,2,5e-06,2e-05
11,-6.378091668331699e+16,0.7196448047955831,,0.4340277777777778,0.0,0.0,5e-06,2,5e-06,2e-05
12,-7.84442543513769e+16,0.7285268902778625,,0.4461805555555556,0.0,0.0,5e-06,2,5e-06,2e-05
13,-8.707825910548915e+16,0.7404771844546,,0.4427083333333333,0.0,0.0,5e-06,2,5e-06,2e-05
14,-1.1181948367844078e+17,0.7546077768007914,,0.4149305555555556,0.0,0.0,5e-06,2,5e-06,2e-05
15,-1.0559977823792557e+17,0.7690204381942749,0.5032051282051282,0.3975694444444444,0.0,0.0,5e-06,2,5e-06,2e-05
16,-1.0047970567889466e+17,0.7811944286028544,0.6827393431167016,0.3975694444444444,0.0,0.0,5e-06,2,5e-06,2e-05
17,-1.2948478507601515e+17,0.79621688524882,,0.4097222222222222,0.0,0.0,5e-06,2,5e-06,2e-05
18,-1.482243901697322e+17,0.8137798309326172,,0.4027777777777778,0.0,0.0,5e-06,2,5e-06,2e-05
19,-1.62298777192195e+17,0.8353867133458456,,0.3940972222222222,0.0,0.0,5e-06,2,5e-06,2e-05
