final_factor_count,final_input_channels,mask_channel_index,local_size,global_size,pixel_size_m,local_physical_size_m,global_physical_size_m,design_note,labeled_input_count,labeled_retained_count,labeled_removed_count,label_counts,cluster_label_counts,duplicate_center_count,label_conflict_duplicate_count,labeled_local_total_invalid_context_ratio_min,labeled_local_total_invalid_context_ratio_max,labeled_local_total_invalid_context_ratio_mean,labeled_local_total_invalid_context_ratio_std,labeled_global_total_invalid_context_ratio_min,labeled_global_total_invalid_context_ratio_max,labeled_global_total_invalid_context_ratio_mean,labeled_global_total_invalid_context_ratio_std,coordinate_source,coordinate_source_crs_inferred,reference_crs,reprojection_status,n_samples,n_inside_legacy_bounds_original_xy,n_inside_reference_bounds_original_xy,n_inside_reference_bounds_after_crs_handling,coordinate_assumption,qa_passed
13,14,13,15,31,10.0,150.0,310.0,The 10 m-class local/global windows intentionally cover a smaller physical footprint than the previous 30 m setup to emphasize finer-scale terrain and environmental context.,27594,27594,0,"{""0"": 18396, ""1"": 9198}","{""cluster_0_label_0"": 4073, ""cluster_0_label_1"": 3582, ""cluster_1_label_0"": 5691, ""cluster_1_label_1"": 854, ""cluster_2_label_0"": 1718, ""cluster_2_label_1"": 1658, ""cluster_3_label_0"": 1857, ""cluster_3_label_1"": 1225, ""cluster_4_label_0"": 5057, ""cluster_4_label_1"": 1879}",2,0,0.0,0.6977777777777778,0.002585264107334123,0.02988496661875786,0.0,0.7866805411030177,0.004905679702195889,0.04025504860113965,/Users/mohamedhiba/Projects/LSM_SSL_ResNet18_repro_package_20260515/data/processed/patches/labeled_patch_index_ps64_kentucky_kgs6c_1to2.csv,EPSG:3088,EPSG:3088,coordinates_already_in_reference_crs,27594,27594,27594,27594,Input sample x/y were taken from the previous dual-view patch index and treated as coordinates in the legacy 30 m raster CRS; row_10m/col_10m were newly computed from coordinates transformed to the 10 m reference CRS.,True
