normalization_stats_factor_count,mask_channel_excluded,stats_finite,std_values_positive,normalization_json,normalization_csv,qa_passed
13,True,True,True,/Users/mohamedhiba/Projects/LSM_SSL_ResNet18_repro_package_20260515/data/kentucky_dual_view/normalization_stats_ky10m_13factors.json,/Users/mohamedhiba/Projects/LSM_SSL_ResNet18_repro_package_20260515/data/kentucky_dual_view/normalization_stats_ky10m_13factors.csv,True
