conditioning_factor_resolution,conditioning_factor_folder,labeled_patch_index,unlabeled_ssl_index,normalization_stats,n_factor_channels,mask_channel_index,in_channels,local_size,global_size,no_landcover,final_runners_should_derive_channels_dynamically,qa_passed
10m,/Users/mohamedhiba/Projects/processed/rasters_cleaned_10m,/Users/mohamedhiba/Projects/LSM_SSL_ResNet18_repro_package_20260515/data/kentucky_dual_view/dual_view_padded_patch_index_ky10m.csv,/Users/mohamedhiba/Projects/LSM_SSL_ResNet18_repro_package_20260515/data/kentucky_dual_view/unlabeled_dual_view_padded_index_ky10m_n50000.csv,/Users/mohamedhiba/Projects/LSM_SSL_ResNet18_repro_package_20260515/data/kentucky_dual_view/normalization_stats_ky10m_13factors.json,13,13,14,15,31,True,True,True
