conditioning_factor_resolution,conditioning_factor_folder,labeled_patch_index,unlabeled_ssl_index,normalization_stats,n_factor_channels,mask_channel_index,in_channels,local_size,global_size,no_landcover,final_runners_should_derive_channels_dynamically,qa_passed,reference_crs,reference_transform,reference_shape,reference_resolution,labeled_retained_count,labeled_removed_count,unlabeled_final_count,duplicate_center_count,label_conflict_duplicate_count,overlap_with_labeled_centers,labeled_smoke_shape_qa,unlabeled_smoke_shape_qa,labeled_mask_binary,unlabeled_mask_binary,no_nan_inf_raw_nodata_qa,elapsed_sec,design_note
10m,/Users/mohamedhiba/Projects/processed/rasters_cleaned_10m,/Users/mohamedhiba/Projects/LSM_SSL_ResNet18_repro_package_20260515/data/kentucky_dual_view/dual_view_padded_patch_index_ky10m.csv,/Users/mohamedhiba/Projects/LSM_SSL_ResNet18_repro_package_20260515/data/kentucky_dual_view/unlabeled_dual_view_padded_index_ky10m_n50000.csv,/Users/mohamedhiba/Projects/LSM_SSL_ResNet18_repro_package_20260515/data/kentucky_dual_view/normalization_stats_ky10m_13factors.json,13,13,14,15,31,True,True,True,EPSG:3088,"(10.0, 0.0, 1658110.0, 0.0, -10.0, 1154310.0, 0.0, 0.0, 1.0)","[9078, 12457]","[10.0, 10.0]",27594,0,50000,2,0,0,True,True,True,True,True,585.0892381668091,The 10 m-class local/global windows intentionally cover a smaller physical footprint than the previous 30 m setup to emphasize finer-scale terrain and environmental context.
