final_factor_count,final_input_channels,mask_channel_index,unlabeled_target_count,unlabeled_final_count,overlap_with_labeled_centers,local_size,global_size,pixel_size_m,local_physical_size_m,global_physical_size_m,design_note,unlabeled_local_total_invalid_context_ratio_min,unlabeled_local_total_invalid_context_ratio_max,unlabeled_local_total_invalid_context_ratio_mean,unlabeled_local_total_invalid_context_ratio_std,unlabeled_global_total_invalid_context_ratio_min,unlabeled_global_total_invalid_context_ratio_max,unlabeled_global_total_invalid_context_ratio_mean,unlabeled_global_total_invalid_context_ratio_std,n_total_pixels,n_valid_center_pixels,n_labeled_centers_excluded,n_unlabeled_sampled,normalization_factor_count,normalization_stats_finite,normalization_stds_positive,qa_passed
13,14,13,50000,50000,0,15,31,10.0,150.0,310.0,The 10 m-class local/global windows intentionally cover a smaller physical footprint than the previous 30 m setup to emphasize finer-scale terrain and environmental context.,0.0,0.6977777777777778,0.002282311111111111,0.027324788984164832,0.0,0.7637877211238293,0.004432278876170656,0.03770187088071335,113084646,61986676,27593,50000,13,True,True,True
