epoch,train_loss,train_local_loss,train_global_loss,val_loss,val_local_loss,val_global_loss,lr,epoch_time_sec,local_effective_masked_pixels_train,global_effective_masked_pixels_train,local_effective_masked_pixels_val,global_effective_masked_pixels_val,local_loss_denominator_train,global_loss_denominator_train,local_loss_denominator_val,global_loss_denominator_val,train_masked_ratio_local,train_masked_ratio_global,val_masked_ratio_local,val_masked_ratio_global,amp_enabled
22,0.5038818227556017,0.23546101796891955,0.2684208050356971,1.9740898666381836,0.25546989662647246,1.7186199758529663,0.0001,308.0068528652191,4848663.0,21524729.0,538956.0,2391681.0,63032619.0,279821477.0,7006428.0,31091853.0,0.4799971421930525,0.49996808998849657,0.4799753730297089,0.49984636783599856,True
23,0.5035826894548204,0.23541368973255158,0.2681689997249179,2.973104184246063,0.24452516062259674,2.7285790221214294,0.0001,309.53235507011414,4848430.0,21525341.0,539038.0,2392163.0,63029590.0,279829433.0,7007494.0,31098119.0,0.47997385350863137,0.4999821557044983,0.4800489074230194,0.4999471394538879,True
24,0.5051061600579155,0.23714754576153224,0.2679586145401001,2.269703910255432,0.2635906575202942,2.0061132479667663,0.0001,306.80935621261597,4848898.0,21526093.0,539070.0,2392109.0,63035674.0,279839209.0,7007910.0,31097417.0,0.4800204640070597,0.4999999942143758,0.48007775568962097,0.4999359899520874,True
25,0.48478960225847034,0.22539478907585145,0.259394812546836,1.4801008699417115,0.2673543604373932,1.212746506500244,0.0001,308.2427637577057,4848571.0,21526056.0,538978.0,2392356.0,63031423.0,279838728.0,7006714.0,31100628.0,0.4799880086210039,0.49999878173934087,0.4799951182842255,0.49998715744018557,True
26,0.4864600425508287,0.2336500951131185,0.2528099464204576,0.662712317276001,0.24424803736209869,0.41846427783966067,0.0001,309.4983458518982,4848872.0,21524105.0,539039.0,2392749.0,63035336.0,279813365.0,7007507.0,31105737.0,0.4800178970283932,0.4999534394317203,0.48004957194328307,0.5000697737216949,True
27,0.4738203851911757,0.22506138570308684,0.2487589991675483,3.0759515350341795,0.2596660269498825,2.8162855252742767,0.0001,308.70843601226807,4848982.0,21526585.0,538997.0,2392654.0,63036766.0,279845605.0,7006961.0,31104502.0,0.48002883308728533,0.5000107576794095,0.4800121757030487,0.5000493234157563,True
28,0.46775874195098877,0.21272988215552435,0.25502885892656113,0.9461989723205566,0.24586309154033661,0.700335877943039,0.0001,308.87377738952637,4848826.0,21526278.0,538968.0,2391837.0,63034738.0,279841614.0,7006584.0,31093881.0,0.4800132758617401,0.5000041768232981,0.47998637347221373,0.49987920713424683,True
29,0.46924582678476967,0.21905908666186863,0.2501867400593228,0.8615561480522156,0.24039753839969635,0.621158615398407,0.0001,309.4682364463806,4848678.0,21524386.0,539047.0,2392968.0,63032814.0,279817018.0,7007611.0,31108584.0,0.4799986800034841,0.4999600641568502,0.4800569884777069,0.5001156319618225,True
30,0.47349966407352023,0.22141388127009073,0.2520857828087277,0.943843710231781,0.24359732296466827,0.7002463885784149,0.0001,311.48053073883057,4848583.0,21525499.0,538955.0,2393014.0,63031579.0,279831487.0,7006415.0,31109182.0,0.4799891189946069,0.49998599088456896,0.47997446284294126,0.5001248759269714,True
31,0.4689722304026286,0.218657534148958,0.2503146956125895,1.4442438410758973,0.2406433027267456,1.2036005511283874,0.0001,310.61486554145813,4849050.0,21527568.0,539025.0,2392980.0,63037650.0,279858384.0,7007325.0,31108740.0,0.4800356590218014,0.5000339424239265,0.48003724551200866,0.5001189177036285,True
32,0.4571747931798299,0.21241419075330098,0.2447606026755439,0.8819351411819458,0.22873155603408812,0.6532035888195038,0.0001,310.44094705581665,4848508.0,21525536.0,538987.0,2392002.0,63030604.0,279831968.0,7006831.0,31096026.0,0.47998168605698477,0.4999866845872667,0.4800031180858612,0.499914174747467,True
33,0.4682147485309177,0.22074874143865372,0.24746600686179268,0.6972061870574952,0.23919165015220642,0.45801453227996825,0.0001,310.7419364452362,4848773.0,21524053.0,538982.0,2392760.0,63034049.0,279812689.0,7006766.0,31105880.0,0.4800080295509762,0.4999526377360026,0.47999861941337585,0.5000721252918243,True
34,0.45533539269765216,0.2108616200208664,0.24447377326753406,1.0829466641426087,0.2253582099199295,0.8575884540557861,0.0001,310.43380856513977,4848616.0,21525830.0,538970.0,2392067.0,63032008.0,279835790.0,7006610.0,31096871.0,0.47999243693351745,0.4999937246852451,0.47998820757865907,0.49992698316574097,True
35,0.4451303715811835,0.20057315911716886,0.24455721253289117,1.1494922091007234,0.2267981738090515,0.9226940444469451,0.0001,309.4784951210022,4848889.0,21528833.0,539056.0,2392638.0,63035557.0,279874829.0,7007728.0,31104294.0,0.48001955502298144,0.5000636736128066,0.48006501574516297,0.5000469188690185,True
36,0.4516093102931976,0.2098238166782591,0.24178549349837833,0.9626434017658234,0.23131914582252502,0.7313242549896241,0.0001,308.2309477329254,4848751.0,21526615.0,538973.0,2391849.0,63033763.0,279845995.0,7006649.0,31094037.0,0.48000586157374914,0.5000118000984192,0.4799909450054169,0.49988146500587466,True
