mean_auc,std_auc,mean_pr_auc,std_pr_auc,mean_accuracy_05,std_accuracy_05,mean_precision_05,std_precision_05,mean_recall_05,std_recall_05,mean_f1_05,std_f1_05,mean_accuracy_best_f1,std_accuracy_best_f1,mean_precision_best_f1,std_precision_best_f1,mean_recall_best_f1,std_recall_best_f1,mean_f1_best_f1,std_f1_best_f1,model,pretraining,patch_size,worst_fold_auc,best_fold_auc,worst_fold,best_fold,scratch_mean_auc,scratch_std_auc,scratch_worst_fold_auc,delta_mean_auc_vs_scratch,delta_std_auc_vs_scratch,delta_worst_auc_vs_scratch
0.7442379878114932,0.07548606296686936,0.7546432279068329,0.06443169757426807,0.5018867924528302,0.004218996183961866,0.5009523809523809,0.002129588549999792,1.0,0.0,0.6675105485232067,0.0018869771962023807,0.6554782816609952,0.09709383613386752,0.6663311688311687,0.1397562620922158,0.7469967232175889,0.14372583883707693,0.6869519732326772,0.054596955289082295,cross_channel_resnet18,cross_channel,32,0.6376953125,0.8382642998027613,0,1,0.7788415888071595,0.1047535064188578,0.6240234375,-0.034603600995666284,-0.02926744345198845,0.013671875
