epoch,train_loss,val_loss,train_auc,val_auc,train_f1,val_f1,learning_rate,fold,encoder_learning_rate,head_learning_rate
1,-1.3320024545408732e+16,0.6974630440984454,0.5606203007518797,0.45535714285714285,0.2650602409638554,0.6666666666666666,5e-06,0,5e-06,2e-05
2,-1.038210038142262e+17,0.6996767435755048,0.7607289829512052,0.46683673469387754,0.10062893081761007,0.6666666666666666,5e-06,0,5e-06,2e-05
3,-1.0845443232658696e+17,0.7032887595040458,0.5375323554788611,0.47959183673469385,0.17085427135678394,0.6666666666666666,5e-06,0,5e-06,2e-05
4,-1.2664008345349558e+17,0.707831859588623,0.505073051948052,0.4744897959183674,0.23636363636363633,0.6666666666666666,5e-06,0,5e-06,2e-05
5,-2.2036023778843034e+17,0.7121317897524152,0.5031265031265031,0.5025510204081632,0.10679611650485436,0.6666666666666666,5e-06,0,5e-06,2e-05
6,-1.59267540024801e+17,0.7157526612281799,0.46111918604651164,0.5382653061224489,0.25862068965517243,0.6666666666666666,5e-06,0,5e-06,2e-05
7,-1.8513885535284195e+17,0.723935638155256,0.5964590964590964,0.5510204081632653,0.16666666666666669,0.6666666666666666,5e-06,0,5e-06,2e-05
8,-2.413744267545992e+17,0.7317975418908256,0.5285353535353535,0.5701530612244898,0.19730941704035876,0.6666666666666666,5e-06,0,5e-06,2e-05
9,-2.7048461802952646e+17,0.7400859764644078,0.6967231638418079,0.6007653061224489,0.2202643171806167,0.6666666666666666,5e-06,0,5e-06,2e-05
10,-3.117833497377505e+17,0.7469756262642997,0.6645045045045045,0.6135204081632653,0.13953488372093023,0.6666666666666666,5e-06,0,5e-06,2e-05
11,-2.155711958617012e+17,0.7538249833243233,0.6560759493670886,0.6160714285714286,0.3875968992248062,0.6666666666666666,5e-06,0,5e-06,2e-05
12,-3.485930761174759e+17,0.758825557572501,0.6383838383838384,0.6301020408163265,0.1964285714285714,0.6666666666666666,5e-06,0,5e-06,2e-05
13,-5.155327561049609e+17,0.7733544281550816,0.7063684978123481,0.639030612244898,0.10526315789473684,0.6666666666666666,5e-06,0,5e-06,2e-05
14,-4.870252763635478e+17,0.7911767108099801,0.7486842105263158,0.6505102040816326,0.07766990291262137,0.6666666666666666,5e-06,0,5e-06,2e-05
15,-5.1776922902106694e+17,0.806852034160069,0.5657894736842105,0.6403061224489796,0.07766990291262137,0.6666666666666666,5e-06,0,5e-06,2e-05
16,-3.3749536656948314e+17,0.8196370431355068,0.6159640544469407,0.6466836734693877,0.3686274509803921,0.6666666666666666,5e-06,0,5e-06,2e-05
17,-3.311524017936606e+17,0.8225391762597221,0.6854865865978225,0.6594387755102041,0.43866171003717475,0.6666666666666666,5e-06,0,5e-06,2e-05
18,-5.530787441855693e+17,0.8292281116758075,0.679621083313092,0.6594387755102041,0.20444444444444443,0.6666666666666666,5e-06,0,5e-06,2e-05
19,-6.365288592352215e+17,0.8379938432148525,0.8191541079241614,0.6658163265306123,0.10526315789473684,0.6666666666666666,5e-06,0,5e-06,2e-05
20,-6.329162493462726e+17,0.856830256325858,0.6319148936170212,0.6581632653061225,0.09615384615384615,0.6666666666666666,5e-06,0,5e-06,2e-05
21,-4.297207060088188e+17,0.874293463570731,0.7915032679738562,0.6543367346938775,0.2975206611570248,0.6666666666666666,5e-06,0,5e-06,2e-05
22,-7.045248548658779e+17,0.8879802908216204,0.7756170531039641,0.6632653061224489,0.06829268292682927,0.6666666666666666,5e-06,0,5e-06,2e-05
23,-7.08297713666041e+17,0.9089139870234898,0.8914930555555556,0.6658163265306123,0.05882352941176471,0.6666666666666666,5e-06,0,5e-06,2e-05
24,-5.788069015044003e+17,0.9339349780763898,0.7532355478861087,0.673469387755102,0.17194570135746606,0.6666666666666666,5e-06,0,5e-06,2e-05
25,-5.338320287509849e+17,0.9411220295088631,0.6973241183767499,0.6683673469387755,0.27848101265822783,0.6666666666666666,5e-06,0,5e-06,2e-05
26,-4.1233117615556435e+17,0.9532278435570853,0.7633885102239533,0.673469387755102,0.3969465648854962,0.6666666666666666,5e-06,0,5e-06,2e-05
27,-8.966719605201586e+17,0.9639398285320827,,0.6760204081632653,0.0,0.6666666666666666,5e-06,0,5e-06,2e-05
28,-8.574997088427236e+17,0.9896854673113141,0.823404255319149,0.6785714285714286,0.09615384615384615,0.6666666666666666,5e-06,0,5e-06,2e-05
29,-7.846757846514401e+17,1.0077578340257918,0.6616847826086957,0.6836734693877551,0.14814814814814814,0.6666666666666666,5e-06,0,5e-06,2e-05
30,-7.323451030259255e+17,1.0292819568089075,0.6650280898876404,0.6887755102040817,0.21238938053097342,0.6666666666666666,5e-06,0,5e-06,2e-05
31,-7.403075011734405e+17,1.041484764644078,0.6771618625277162,0.6900510204081632,0.3319838056680162,0.6666666666666666,5e-06,0,5e-06,2e-05
32,-5.97591294387908e+17,1.0458564077104842,0.7658252940399102,0.6951530612244898,0.3686274509803921,0.6666666666666666,5e-06,0,5e-06,2e-05
33,-6.801322458518089e+17,1.054133517401559,0.7263518333571123,0.701530612244898,0.3453815261044177,0.6666666666666666,5e-06,0,5e-06,2e-05
34,-8.81708696960687e+17,1.0591073887688773,0.6688179347826086,0.7079081632653061,0.14814814814814814,0.6666666666666666,5e-06,0,5e-06,2e-05
35,-9.552816143630523e+17,1.0789064850125993,0.807172251616696,0.7040816326530612,0.08695652173913045,0.6666666666666666,5e-06,0,5e-06,2e-05
