epoch,train_loss,val_loss,train_auc,val_auc,train_f1,val_f1,learning_rate,fold,encoder_learning_rate,head_learning_rate
1,-1.0413582454656762e+17,0.7408071116164878,0.07608695652173914,0.3004115226337449,0.0,0.0,1e-05,1,1e-05,0.0001
2,-2.242001414679998e+17,0.8301625936119644,0.122040072859745,0.20713305898491083,0.0,0.0,1e-05,1,1e-05,0.0001
3,-3.9633391855272186e+17,0.9485639642786097,,0.1755829903978052,0.0,0.0,1e-05,1,1e-05,0.0001
4,-5.553076759726282e+17,1.1041141284836664,,0.15637860082304528,0.0,0.0,1e-05,1,1e-05,0.0001
5,-6.970036687758456e+17,1.2714405258496602,0.6920454545454545,0.15089163237311384,0.0,0.0,1e-05,1,1e-05,0.0001
6,-7.809076137328319e+17,1.458892630206214,0.29326047358834245,0.15089163237311384,0.0,0.0,1e-05,1,1e-05,0.0001
7,-9.185398556439817e+17,1.6314098967446222,0.23097826086956522,0.1550068587105624,0.0,0.0,1e-05,1,1e-05,0.0001
8,-9.819070653672362e+17,1.810824747438784,0.4792054624456859,0.1522633744855967,0.0,0.0,1e-05,1,1e-05,0.0001
9,-1.2543569446409462e+18,2.0104189846250744,,0.16049382716049382,0.0,0.0,1e-05,1,1e-05,0.0001
10,-1.3254466883821489e+18,2.202304102756359,,0.15637860082304528,0.0,0.0,1e-05,1,1e-05,0.0001
11,-1.5207731916207283e+18,2.4140195095980608,,0.16049382716049382,0.0,0.0,1e-05,1,1e-05,0.0001
12,-1.4732935929907983e+18,2.6006266938315497,0.3046153846153846,0.16323731138545952,0.0,0.0,1e-05,1,1e-05,0.0001
13,-1.7280143918360586e+18,2.8190543872338756,0.28434065934065933,0.17832647462277093,0.0,0.0,1e-05,1,1e-05,0.0001
14,-1.9335473866373757e+18,3.0689409132356995,,0.18244170096021947,0.0,0.0,1e-05,1,1e-05,0.0001
15,-2.1411256597758781e+18,3.309501568476359,,0.18381344307270234,0.0,0.0,1e-05,1,1e-05,0.0001
16,-2.1104549488830858e+18,3.4559739342442266,0.27685185185185185,0.18792866941015088,0.0,0.0,1e-05,1,1e-05,0.0001
