mean_auc,std_auc,mean_pr_auc,std_pr_auc,mean_accuracy_05,std_accuracy_05,mean_precision_05,std_precision_05,mean_recall_05,std_recall_05,mean_f1_05,std_f1_05,mean_accuracy_best_f1,std_accuracy_best_f1,mean_precision_best_f1,std_precision_best_f1,mean_recall_best_f1,std_recall_best_f1,mean_f1_best_f1,std_f1_best_f1,model,pretraining,patch_size,worst_fold_auc,best_fold_auc,worst_fold,best_fold,scratch_mean_auc,scratch_std_auc,scratch_worst_fold_auc,delta_mean_auc_vs_scratch,delta_std_auc_vs_scratch,delta_worst_auc_vs_scratch
0.8103454457023487,0.10404901060625053,0.8099308589834117,0.09131515664833445,0.5132649975810353,0.01451915575886555,0.5068097663513622,0.007484768260411024,1.0,0.0,0.672666268535541,0.006585020225934052,0.680778517865782,0.10373430856691512,0.6782424995734931,0.14087069431823213,0.8193666327198514,0.15495874674150384,0.7220800047116035,0.05727320286819437,cross_channel_resnet18,cross_channel,32,0.6785714285714286,0.900390625,3,0,0.7788415888071595,0.1047535064188578,0.6240234375,0.0315038568951892,-0.0007044958126072726,0.0545479910714286
